user_id;beta0;beta1;beta2;n;beta_list
u:iYZr;-0.29865525905684015;-0.038649985716947874;-1.162805583459494;298;[-0.29865525905684015, -0.038649985716947874, -1.162805583459494]
u:iY_I;-0.26080227215485485;0.013714926499327759;-0.3205490828582565;481;[-0.26080227215485485, 0.013714926499327759, -0.3205490828582565]
u:iYaC;-1.1380723341749521;0.09199593829380215;-0.6553588478578793;386;[-1.1380723341749521, 0.09199593829380215, -0.6553588478578793]
u:iYbJ;-7.064099446356694;0.39107965430153324;0.9041079549625017;388;[-7.064099446356694, 0.39107965430153324, 0.9041079549625017]
u:iYcC;-2.2244912057338357;0.1655505587483237;-0.31984448853454184;405;[-2.2244912057338357, 0.1655505587483237, -0.31984448853454184]
u:iYdQ;-0.2918685252236475;-0.0182449590247815;0.10400962367936067;362;[-0.2918685252236475, -0.0182449590247815, 0.10400962367936067]
u:iYdh;-0.6057768416692848;0.013307850792395971;-0.22980922937760848;287;[-0.6057768416692848, 0.013307850792395971, -0.22980922937760848]
u:iYfR;-0.7563514847816096;0.05614011778839197;-0.1781843849197492;1399;[-0.7563514847816096, 0.05614011778839197, -0.1781843849197492]
u:iYgC;-0.5573757631085509;0.060465071649066296;-0.5567925516209774;218;[-0.5573757631085509, 0.060465071649066296, -0.5567925516209774]
u:iYhD;-0.18579867247815052;-0.13008292061551374;-0.19755982642065173;417;[-0.18579867247815052, -0.13008292061551374, -0.19755982642065173]
u:iYiS;1.6642153260601673;-0.1773303091381572;-0.40011274598848323;765;[1.6642153260601673, -0.1773303091381572, -0.40011274598848323]
u:iYjU;-4.541538900337032;0.11127573569162931;0.9123943179467435;301;[-4.541538900337032, 0.11127573569162931, 0.9123943179467435]
u:iYjx;-0.5437898864623159;-0.07584327409557717;0.13881521159853924;938;[-0.5437898864623159, -0.07584327409557717, 0.13881521159853924]
u:iYkH;-1.5034535953599049;-0.2068078988739283;0.47556806350882364;759;[-1.5034535953599049, -0.2068078988739283, 0.47556806350882364]
u:iYkT;-3.01161155413114;0.26287256534294184;-0.6168741187689055;231;[-3.01161155413114, 0.26287256534294184, -0.6168741187689055]
u:iYlt;0.19902159310599246;-0.015536426848581763;-0.07563730747266108;276;[0.19902159310599246, -0.015536426848581763, -0.07563730747266108]
u:iYmJ;-0.41444717076919946;0.022709654947003628;0.05397459431660612;370;[-0.41444717076919946, 0.022709654947003628, 0.05397459431660612]
u:iYmd;-0.9286692254462781;-0.03404630562273797;-0.14077304803365126;702;[-0.9286692254462781, -0.03404630562273797, -0.14077304803365126]
u:iYo0;0.17812670942161468;-0.04400134623174108;0.003402093419529604;259;[0.17812670942161468, -0.04400134623174108, 0.003402093419529604]
u:iYoX;0.31240043885112057;-0.06297063292496094;-0.15398645094885774;302;[0.31240043885112057, -0.06297063292496094, -0.15398645094885774]
u:iYps;-1.8654490919149194;-0.11760717429960509;0.023450688058314142;381;[-1.8654490919149194, -0.11760717429960509, 0.023450688058314142]
u:iYwK;-1.384050022824523;0.004182527804262549;0.12663535566779263;420;[-1.384050022824523, 0.004182527804262549, 0.12663535566779263]
u:iYwP;-0.44688044357096446;0.02139720928072753;0.07803187511110998;275;[-0.44688044357096446, 0.02139720928072753, 0.07803187511110998]
u:iYwk;-1.6892663309108378;0.052301605517755444;-0.43160794536926583;2168;[-1.6892663309108378, 0.052301605517755444, -0.43160794536926583]
u:iYyR;-0.20781364803716498;-0.008581349938657213;0.04255625285144768;460;[-0.20781364803716498, -0.008581349938657213, 0.04255625285144768]
u:iZ-C;-1.9256513053454427;0.15704066731074556;-0.22034457404382768;573;[-1.9256513053454427, 0.15704066731074556, -0.22034457404382768]
u:iZ0I;-0.6218026296922284;-0.020168523705835273;0.2589195137513076;521;[-0.6218026296922284, -0.020168523705835273, 0.2589195137513076]
u:iZ1P;-0.1967437323141235;-0.009674878324390887;0.021466520763729364;429;[-0.1967437323141235, -0.009674878324390887, 0.021466520763729364]
u:iZ3q;-2.1248613970155676;0.13355257335707993;0.42791729233876463;249;[-2.1248613970155676, 0.13355257335707993, 0.42791729233876463]
u:iZ52;-1.1599442619703768;0.07184128144691562;-0.04699688630434297;302;[-1.1599442619703768, 0.07184128144691562, -0.04699688630434297]
u:iZ63;-1.253755204116066;-0.04889578169853437;0.08683686233489507;632;[-1.253755204116066, -0.04889578169853437, 0.08683686233489507]
u:iZ79;-1.2612637696827997;0.013169118565704019;-0.48066869193989664;218;[-1.2612637696827997, 0.013169118565704019, -0.48066869193989664]
u:iZ98;0.41024607942721475;-0.04880635084206554;-0.12451932027229608;313;[0.41024607942721475, -0.04880635084206554, -0.12451932027229608]
u:iZBt;-0.07434920664884398;-0.009709404798901988;0.050510745439544334;219;[-0.07434920664884398, -0.009709404798901988, 0.050510745439544334]
u:iZEK;-0.14316723417864413;0.004703272079291222;-0.0011786274073948694;212;[-0.14316723417864413, 0.004703272079291222, -0.0011786274073948694]
u:iZEY;-1.6642099814885736;-0.05938796399030506;0.43242865651856593;652;[-1.6642099814885736, -0.05938796399030506, 0.43242865651856593]
u:iZE_;-2.296130245231155;-0.04692824591957398;0.5920036382893006;349;[-2.296130245231155, -0.04692824591957398, 0.5920036382893006]
u:iZEr;2.1448808074911736;-0.26828219266520625;-0.38685807213694423;334;[2.1448808074911736, -0.26828219266520625, -0.38685807213694423]
u:iZFA;-3.1975632395310827;0.08415137893864935;0.6702231495150387;242;[-3.1975632395310827, 0.08415137893864935, 0.6702231495150387]
u:iZGQ;-2.2905260857426746;0.10550569745902472;-0.0978252850398732;303;[-2.2905260857426746, 0.10550569745902472, -0.0978252850398732]
u:iZGR;3.265506759068805;-0.2626153529632062;-1.7538552947725097;201;[3.265506759068805, -0.2626153529632062, -1.7538552947725097]
u:iZHA;-0.6682018966366968;-0.0039852802202948335;0.022747683563281718;527;[-0.6682018966366968, -0.0039852802202948335, 0.022747683563281718]
u:iZHF;-6.649808976906474;0.29166721884859026;0.9449842259363544;285;[-6.649808976906474, 0.29166721884859026, 0.9449842259363544]
u:iZHR;-1.59558978712678;-0.07466558708975198;0.10908767548469034;358;[-1.59558978712678, -0.07466558708975198, 0.10908767548469034]
u:iZHq;1.4790861688020898;-0.11507773499126442;-0.24574989818868492;203;[1.4790861688020898, -0.11507773499126442, -0.24574989818868492]
u:iZJ8;0.19704317088428247;-0.040514921365427864;-0.02430839646349054;294;[0.19704317088428247, -0.040514921365427864, -0.02430839646349054]
u:iZKA;1.4875341286188597;-0.19872717702910375;-0.2452132609828805;321;[1.4875341286188597, -0.19872717702910375, -0.2452132609828805]
u:iZLQ;-0.2442167728539545;-0.03206639633259646;0.09060417769336648;423;[-0.2442167728539545, -0.03206639633259646, 0.09060417769336648]
u:iZNO;-2.9462452077345676;0.01935698965717427;1.020232546296266;220;[-2.9462452077345676, 0.01935698965717427, 1.020232546296266]
u:iZNQ;-0.5081791522047587;0.015304806966856353;0.13906920219465368;226;[-0.5081791522047587, 0.015304806966856353, 0.13906920219465368]
u:iZNU;0.5547146635603106;-0.12172692522856755;-0.29311162064974094;408;[0.5547146635603106, -0.12172692522856755, -0.29311162064974094]
u:iZOW;-1.6893794610385728;-0.09611346777882714;0.6529452107528456;296;[-1.6893794610385728, -0.09611346777882714, 0.6529452107528456]
u:iZPu;-1.8835757466410024;0.09281566969940262;0.351706149410124;286;[-1.8835757466410024, 0.09281566969940262, 0.351706149410124]
u:iZSX;-0.14793518626703983;-0.045854977257167015;-0.11489035093363831;244;[-0.14793518626703983, -0.045854977257167015, -0.11489035093363831]
u:iZTc;0.43389209003478807;-0.04382907732397516;-0.04562636098817703;343;[0.43389209003478807, -0.04382907732397516, -0.04562636098817703]
u:iZU3;-2.1865653993794347;0.06834739929492835;0.21086795155910826;215;[-2.1865653993794347, 0.06834739929492835, 0.21086795155910826]
u:iZVH;-1.132473827800464;0.09268772116129376;-0.1385743040862892;252;[-1.132473827800464, 0.09268772116129376, -0.1385743040862892]
u:iZVL;-0.584737757550776;-0.04385609495107918;-0.14918960966458877;565;[-0.584737757550776, -0.04385609495107918, -0.14918960966458877]
u:iZWN;0.17307032603743067;-0.14707308739162733;0.1326301555964265;338;[0.17307032603743067, -0.14707308739162733, 0.1326301555964265]
u:iZWs;-0.2804412914257337;0.010484172451575043;0.04415076787752455;203;[-0.2804412914257337, 0.010484172451575043, 0.04415076787752455]
u:iZYM;-0.2539474365407799;-0.003665242073223253;-0.006169667312148651;236;[-0.2539474365407799, -0.003665242073223253, -0.006169667312148651]
u:iZYu;-0.05658261361709639;-0.001529901861694329;-0.0027494328802727553;209;[-0.05658261361709639, -0.001529901861694329, -0.0027494328802727553]
u:iZZ4;1.5854904167581683;-0.1709708130250719;-0.5830878595237995;251;[1.5854904167581683, -0.1709708130250719, -0.5830878595237995]
u:iZZl;-1.2780839909672528;0.061706653649900814;-0.08018177642728427;370;[-1.2780839909672528, 0.061706653649900814, -0.08018177642728427]
u:iZaQ;-1.211397264570532;-0.13488180011570072;0.11968236361315612;366;[-1.211397264570532, -0.13488180011570072, 0.11968236361315612]
u:iZa_;0.2790392065551739;-0.043024766285359235;-0.049416134885416026;693;[0.2790392065551739, -0.043024766285359235, -0.049416134885416026]
u:iZam;-1.5265234950194244;-0.22092500084172886;0.18130075694427072;358;[-1.5265234950194244, -0.22092500084172886, 0.18130075694427072]
u:iZbC;1.058966974544747;-0.11771712478973383;-0.18144851944721166;216;[1.058966974544747, -0.11771712478973383, -0.18144851944721166]
u:iZbi;-2.1268768162216807;0.08322739349574294;0.15322649062059834;2357;[-2.1268768162216807, 0.08322739349574294, 0.15322649062059834]
u:iZbl;-0.40120361160416873;-0.07357821417284716;0.2868332704913147;227;[-0.40120361160416873, -0.07357821417284716, 0.2868332704913147]
u:iZdO;-1.869125279242052;0.12247593514126201;0.006644476720735787;248;[-1.869125279242052, 0.12247593514126201, 0.006644476720735787]
u:iZe3;-0.3858056339181275;0.04932646056208479;-0.42262424554561523;327;[-0.3858056339181275, 0.04932646056208479, -0.42262424554561523]
u:iZfV;-3.5531136159000356;0.02271214128894833;0.3407525070479719;318;[-3.5531136159000356, 0.02271214128894833, 0.3407525070479719]
u:iZgO;-0.371228385762289;-0.0008421095927422916;0.09345013879334751;290;[-0.371228385762289, -0.0008421095927422916, 0.09345013879334751]
u:iZiJ;0.12280821577204867;-0.031746846025085027;0.11281966367850273;245;[0.12280821577204867, -0.031746846025085027, 0.11281966367850273]
u:iZiu;-1.2725877639703262;0.10103375891683397;0.15450304304767845;278;[-1.2725877639703262, 0.10103375891683397, 0.15450304304767845]
u:iZjC;-0.8648506906124231;0.04332433122593344;-0.016982426996584754;231;[-0.8648506906124231, 0.04332433122593344, -0.016982426996584754]
u:iZjl;-0.22933235442423536;-0.0036770667557735094;0.09180124161342026;347;[-0.22933235442423536, -0.0036770667557735094, 0.09180124161342026]
u:iZkC;-6.428223071679293;0.5196260240391875;-0.39531169619699;602;[-6.428223071679293, 0.5196260240391875, -0.39531169619699]
u:iZkF;-0.05570122845384347;-0.004873998049822893;-0.0011307025721784218;497;[-0.05570122845384347, -0.004873998049822893, -0.0011307025721784218]
u:iZlQ;-1.4039315222035147;-0.04261084992152227;0.2123074907866361;351;[-1.4039315222035147, -0.04261084992152227, 0.2123074907866361]
u:iZm3;-3.123810308885906;0.18874315935609226;-0.23467972630825384;380;[-3.123810308885906, 0.18874315935609226, -0.23467972630825384]
u:iZn4;-0.22118981932292836;-0.004686064094329961;-0.05659055953602346;624;[-0.22118981932292836, -0.004686064094329961, -0.05659055953602346]
u:iZpk;-0.7173059152384909;-0.030348475210194854;0.21044954115062198;542;[-0.7173059152384909, -0.030348475210194854, 0.21044954115062198]
u:iZqx;-0.4969076693637522;-0.046067924718451995;0.057926622846474894;563;[-0.4969076693637522, -0.046067924718451995, 0.057926622846474894]
u:iZrr;-0.3562340376530147;0.010551283169502433;0.07734976971029346;259;[-0.3562340376530147, 0.010551283169502433, 0.07734976971029346]
u:iZtb;1.0680382227198988;-0.2075466570089086;-0.45849546383659223;349;[1.0680382227198988, -0.2075466570089086, -0.45849546383659223]
u:iZtz;-0.393981169989696;0.004333422651819765;-0.3896875386232835;567;[-0.393981169989696, 0.004333422651819765, -0.3896875386232835]
u:iZvN;-0.13078491326625263;-0.017230615363220923;0.06086599735408335;234;[-0.13078491326625263, -0.017230615363220923, 0.06086599735408335]
u:iZz1;-1.9668096571505305;0.13489185716800955;-0.035605146214243585;443;[-1.9668096571505305, 0.13489185716800955, -0.035605146214243585]
u:iZzS;-1.9889148786201998;-0.03576931140680539;0.5331657825556435;307;[-1.9889148786201998, -0.03576931140680539, 0.5331657825556435]
u:iZzV;-1.684698754007536;0.006734996441602959;0.35775276979244974;408;[-1.684698754007536, 0.006734996441602959, 0.35775276979244974]
u:i_-Q;-0.18952528577626881;-0.05201830735281278;-0.17135653527202332;257;[-0.18952528577626881, -0.05201830735281278, -0.17135653527202332]
u:i_2g;-4.742499702231843;0.2493301286757605;0.394694519289042;201;[-4.742499702231843, 0.2493301286757605, 0.394694519289042]
u:i_3z;0.23188847421448455;-0.10161758859472661;0.05028945988863742;215;[0.23188847421448455, -0.10161758859472661, 0.05028945988863742]
u:i_47;-0.6858721154722092;-0.004831361125301775;0.10080093139893549;1060;[-0.6858721154722092, -0.004831361125301775, 0.10080093139893549]
u:i_4O;0.2123199188242474;-0.03168999903213097;-0.04161696498141457;388;[0.2123199188242474, -0.03168999903213097, -0.04161696498141457]
u:i_5G;-1.143878857973569;0.05533508898589988;-0.004834537692240681;207;[-1.143878857973569, 0.05533508898589988, -0.004834537692240681]
u:i_CS;-1.6745217205749765;0.09009663018835587;0.2097668258099749;546;[-1.6745217205749765, 0.09009663018835587, 0.2097668258099749]
u:i_Id;0.21782294123476467;-0.044858017426330485;-0.06881118786204343;548;[0.21782294123476467, -0.044858017426330485, -0.06881118786204343]
u:i_JI;-3.3404536506556246;0.23576953894130187;-0.44308700115104943;236;[-3.3404536506556246, 0.23576953894130187, -0.44308700115104943]
u:i_Jr;0.24163422234858484;-0.0628501355099179;0.04036607757895482;222;[0.24163422234858484, -0.0628501355099179, 0.04036607757895482]
u:i_Ke;-6.105662867666643;0.2401482447048796;0.7648139147638345;906;[-6.105662867666643, 0.2401482447048796, 0.7648139147638345]
u:i_OQ;-0.5698222337794336;-0.21821460816955757;-0.06351684643310941;255;[-0.5698222337794336, -0.21821460816955757, -0.06351684643310941]
u:i_OS;-0.32876910471417103;-0.042419425928847905;-0.4039720327790204;282;[-0.32876910471417103, -0.042419425928847905, -0.4039720327790204]
u:i_Tc;-2.672061803058372;0.14822218443531085;0.23434303536282014;447;[-2.672061803058372, 0.14822218443531085, 0.23434303536282014]
u:i_Y_;-0.5339044610140808;-0.04908667322180888;0.2717192833551072;224;[-0.5339044610140808, -0.04908667322180888, 0.2717192833551072]
u:i_Zw;-0.19435230738169304;0.005212657110920263;0.024602343205441163;271;[-0.19435230738169304, 0.005212657110920263, 0.024602343205441163]
u:i_aU;-3.246329375705377;0.0443636453358201;0.5508029791094197;213;[-3.246329375705377, 0.0443636453358201, 0.5508029791094197]
u:i_ah;0.0010282883467847004;-0.20739619037516793;-0.004072601074636181;339;[0.0010282883467847004, -0.20739619037516793, -0.004072601074636181]
u:i_gy;0.09565938248295619;-0.06423608651233928;-0.34987240594006547;226;[0.09565938248295619, -0.06423608651233928, -0.34987240594006547]
u:i_hk;-0.198573609617899;-0.030146579450406774;-0.006497032373619704;217;[-0.198573609617899, -0.030146579450406774, -0.006497032373619704]
u:i_jR;-0.9980597300098163;0.02098905669144742;-0.4582241953809657;246;[-0.9980597300098163, 0.02098905669144742, -0.4582241953809657]
u:i_k6;0.800370110006777;-0.12337645092315597;-0.04510324993123532;360;[0.800370110006777, -0.12337645092315597, -0.04510324993123532]
u:i_nD;-2.394373415846145;0.06938760259112592;0.5317231968451948;320;[-2.394373415846145, 0.06938760259112592, 0.5317231968451948]
u:i_qs;0.6294176816568392;-0.08292127168823522;-0.12329355726519647;325;[0.6294176816568392, -0.08292127168823522, -0.12329355726519647]
u:i_s_;-0.6670784241646989;-0.019513043699002114;0.04901557190475217;442;[-0.6670784241646989, -0.019513043699002114, 0.04901557190475217]
u:i_vZ;-0.9097257446560578;0.025201487547968082;0.11309939802799468;216;[-0.9097257446560578, 0.025201487547968082, 0.11309939802799468]
u:i_xZ;-0.4386922500825397;0.0417028023826968;-0.029589616303417915;262;[-0.4386922500825397, 0.0417028023826968, -0.029589616303417915]
u:i_zO;-0.8522379643389126;-0.07790010521549928;0.07480427935413825;1546;[-0.8522379643389126, -0.07790010521549928, 0.07480427935413825]
u:ia-h;0.7240931224577956;-0.149891594502776;-0.15908325873586054;456;[0.7240931224577956, -0.149891594502776, -0.15908325873586054]
u:ia1J;-0.6996168426728686;-0.03865339214741278;0.02989706430028154;5821;[-0.6996168426728686, -0.03865339214741278, 0.02989706430028154]
u:ia1X;-5.622280262747096;0.395889647230939;0.10094727006685485;386;[-5.622280262747096, 0.395889647230939, 0.10094727006685485]
u:ia1j;-1.7387642373188323;-0.0035999894905989205;0.3595670501856887;591;[-1.7387642373188323, -0.0035999894905989205, 0.3595670501856887]
u:ia3T;-0.713349727302935;0.008189885572546716;0.05363185963394952;1094;[-0.713349727302935, 0.008189885572546716, 0.05363185963394952]
u:ia5O;-0.8694244573311102;-0.019598334128878323;-0.07469268293667039;550;[-0.8694244573311102, -0.019598334128878323, -0.07469268293667039]
u:ia5h;-2.06242793913845;0.1253215569421185;-0.0988333725996226;273;[-2.06242793913845, 0.1253215569421185, -0.0988333725996226]
u:ia6P;-0.08261908023176501;-0.11466700919432947;0.07747263113813052;1002;[-0.08261908023176501, -0.11466700919432947, 0.07747263113813052]
u:ia6c;2.7853027445834404;-0.32398473642798853;-0.744439105184615;214;[2.7853027445834404, -0.32398473642798853, -0.744439105184615]
u:ia91;-1.5472345777687684;0.03006802120281944;0.28279097559214306;302;[-1.5472345777687684, 0.03006802120281944, 0.28279097559214306]
u:iaAE;-0.9370869939103851;0.056087381078637186;-0.0013760317814408562;302;[-0.9370869939103851, 0.056087381078637186, -0.0013760317814408562]
u:iaAk;-2.450549537426996;-0.01414539023094541;0.1274347680597795;805;[-2.450549537426996, -0.01414539023094541, 0.1274347680597795]
u:iaB1;-0.5757360036485037;0.02087093349509628;-0.7396317374149305;211;[-0.5757360036485037, 0.02087093349509628, -0.7396317374149305]
u:iaBT;2.1504968729834304;-0.2498623287376639;-0.18904590863957935;247;[2.1504968729834304, -0.2498623287376639, -0.18904590863957935]
u:iaB_;-0.3449543934451572;-0.05965679827058627;0.08566760968788152;771;[-0.3449543934451572, -0.05965679827058627, 0.08566760968788152]
u:iaCW;-1.3103240927274842;-0.0013909098234614961;-0.3382886489760591;236;[-1.3103240927274842, -0.0013909098234614961, -0.3382886489760591]
u:iaCn;-0.41872184611245195;-0.021874829931767547;0.07704513531785318;1833;[-0.41872184611245195, -0.021874829931767547, 0.07704513531785318]
u:iaDO;-2.2714753810894828;-0.04252878874151589;-0.2737538122429029;354;[-2.2714753810894828, -0.04252878874151589, -0.2737538122429029]
u:iaDd;-1.248747901233791;-0.018535699617641788;-0.16746460987376874;439;[-1.248747901233791, -0.018535699617641788, -0.16746460987376874]
u:iaF_;-2.0319747434431132;0.017538780977633388;0.32567131153375306;653;[-2.0319747434431132, 0.017538780977633388, 0.32567131153375306]
u:iaFi;-2.314697694387545;0.07479397612092965;0.3059360051909593;788;[-2.314697694387545, 0.07479397612092965, 0.3059360051909593]
u:iaGU;-0.9191295356589431;-0.040181032824570875;0.39764048182947115;257;[-0.9191295356589431, -0.040181032824570875, 0.39764048182947115]
u:iaGm;-1.0998136638965406;-0.12966539486104542;0.4854677405498679;219;[-1.0998136638965406, -0.12966539486104542, 0.4854677405498679]
u:iaH9;-0.2622880305220089;-0.02295885033436394;0.0939824789064017;457;[-0.2622880305220089, -0.02295885033436394, 0.0939824789064017]
u:iaHQ;-3.0187372298079005;0.1393767764265153;0.4672488023414321;1024;[-3.0187372298079005, 0.1393767764265153, 0.4672488023414321]
u:iaHc;-3.399433195462433;-0.0013785272679822397;0.23443355210309244;706;[-3.399433195462433, -0.0013785272679822397, 0.23443355210309244]
u:iaI0;-1.3647017003233564;-0.011810395268564186;-0.17573287670073445;653;[-1.3647017003233564, -0.011810395268564186, -0.17573287670073445]
u:iaKb;0.29962333017653964;-0.11323473866581965;-0.07220892637451724;539;[0.29962333017653964, -0.11323473866581965, -0.07220892637451724]
u:iaLU;0.04195613477422502;-0.00821314626516488;-0.01599999431727067;222;[0.04195613477422502, -0.00821314626516488, -0.01599999431727067]
u:iaMh;-0.2565462642462933;0.016078999136967094;0.03411641441505248;204;[-0.2565462642462933, 0.016078999136967094, 0.03411641441505248]
u:iaOG;-0.4981432721690525;-0.042299261476811886;0.050229827824430986;1586;[-0.4981432721690525, -0.042299261476811886, 0.050229827824430986]
u:iaOL;-0.003954309710418808;0.00015465941611296721;0.0011117458644852797;328;[-0.003954309710418808, 0.00015465941611296721, 0.0011117458644852797]
u:iaQJ;-0.3226742622708335;-0.09470580878184559;0.3239757172929208;354;[-0.3226742622708335, -0.09470580878184559, 0.3239757172929208]
u:iaRI;-0.45048891809595604;-0.004087512198819497;-0.0005893445264201214;641;[-0.45048891809595604, -0.004087512198819497, -0.0005893445264201214]
u:iaS_;-2.8585033920918343;0.13849795043926083;0.3145784060337345;286;[-2.8585033920918343, 0.13849795043926083, 0.3145784060337345]
u:iaTV;0.020872459659213444;-0.01960193929564475;0.011355247440639683;366;[0.020872459659213444, -0.01960193929564475, 0.011355247440639683]
u:iaU-;-0.6886859953305602;-0.004936388439418777;0.07525601805126361;624;[-0.6886859953305602, -0.004936388439418777, 0.07525601805126361]
u:iaUm;-0.1491225824620071;0.007906151416863513;-0.02626370967915455;214;[-0.1491225824620071, 0.007906151416863513, -0.02626370967915455]
u:iaV1;-0.24300745445083688;-0.09973941824281722;-0.08024905199614206;477;[-0.24300745445083688, -0.09973941824281722, -0.08024905199614206]
u:iaVe;-1.1951245535795842;0.020009071328058257;0.21590780160942477;358;[-1.1951245535795842, 0.020009071328058257, 0.21590780160942477]
u:iaWN;-0.7913038400729855;-0.13364027899906783;0.1815134316376637;1423;[-0.7913038400729855, -0.13364027899906783, 0.1815134316376637]
u:iaXV;-0.8645101307087572;0.07130892196644013;-0.13304466380279217;241;[-0.8645101307087572, 0.07130892196644013, -0.13304466380279217]
u:iaY-;-3.5012178320657052;-0.03638148488177693;0.14127038614901932;877;[-3.5012178320657052, -0.03638148488177693, 0.14127038614901932]
u:iaYJ;-0.7546323101100552;-0.03898633944410005;0.0019623115887724557;591;[-0.7546323101100552, -0.03898633944410005, 0.0019623115887724557]
u:ia_8;0.2631136455901453;-0.20128038770042767;-0.11319060678813364;272;[0.2631136455901453, -0.20128038770042767, -0.11319060678813364]
u:ia_v;-1.4129196823307164;0.11060742060951739;-0.13295891828252732;1555;[-1.4129196823307164, 0.11060742060951739, -0.13295891828252732]
u:iaeG;-1.7851290790463863;-0.06525000767592817;0.12538693585703978;1047;[-1.7851290790463863, -0.06525000767592817, 0.12538693585703978]
u:iafc;-4.802559132268158;0.1393898804589776;0.2988168944835291;532;[-4.802559132268158, 0.1393898804589776, 0.2988168944835291]
u:iahw;-0.5814041780550441;-0.057424643112587985;0.19100731178764682;291;[-0.5814041780550441, -0.057424643112587985, 0.19100731178764682]
u:iaiG;-0.38089719869270666;-0.04327375002739159;0.06366316403514102;388;[-0.38089719869270666, -0.04327375002739159, 0.06366316403514102]
u:iais;0.04426466580774577;-0.049467713628448456;-0.06672112972097335;274;[0.04426466580774577, -0.049467713628448456, -0.06672112972097335]
u:iajV;-0.26940737226453626;0.06545960340986315;-0.49565637548373015;258;[-0.26940737226453626, 0.06545960340986315, -0.49565637548373015]
u:iaji;-0.46649039894081074;-0.10146957290468928;-0.11828411921568177;550;[-0.46649039894081074, -0.10146957290468928, -0.11828411921568177]
u:ialG;-4.314500441748585;0.19194756665787027;0.09717106449992015;660;[-4.314500441748585, 0.19194756665787027, 0.09717106449992015]
u:iam9;-0.9805684942446774;-0.045496702997178236;0.3147714744385857;440;[-0.9805684942446774, -0.045496702997178236, 0.3147714744385857]
u:iaoT;0.5532576771133229;-0.06612900500909376;-0.24202954249611894;204;[0.5532576771133229, -0.06612900500909376, -0.24202954249611894]
u:iaqd;2.7417371262540104;-0.18262881602351422;-0.7196085818566699;301;[2.7417371262540104, -0.18262881602351422, -0.7196085818566699]
u:iarc;-4.201197426502564;0.10863393707633562;1.0298381228864055;207;[-4.201197426502564, 0.10863393707633562, 1.0298381228864055]
u:iaru;-1.0264218552540985;-0.010745194867806104;0.05178893559479529;862;[-1.0264218552540985, -0.010745194867806104, 0.05178893559479529]
u:iarx;-0.10707509504868226;-0.005982491760809631;0.036073654232064434;220;[-0.10707509504868226, -0.005982491760809631, 0.036073654232064434]
u:iasd;0.09401992480386542;0.040076129039225986;-0.19090376389697863;363;[0.09401992480386542, 0.040076129039225986, -0.19090376389697863]
u:iatS;-0.4014165889564669;-0.03356299676287884;0.18336543464611166;294;[-0.4014165889564669, -0.03356299676287884, 0.18336543464611166]
u:iau-;-2.2052394212089492;0.03650638998421095;0.4399927205474171;706;[-2.2052394212089492, 0.03650638998421095, 0.4399927205474171]
u:iau2;-1.1723845329788005;0.04903426268559101;0.06679417629687714;428;[-1.1723845329788005, 0.04903426268559101, 0.06679417629687714]
u:iaxE;0.24281495779161721;-0.20128003089246063;-0.07745028062390003;918;[0.24281495779161721, -0.20128003089246063, -0.07745028062390003]
u:iaxJ;-1.0487158153838143;-0.17026755960454437;0.4851294396022241;276;[-1.0487158153838143, -0.17026755960454437, 0.4851294396022241]
u:iayQ;0.6400132061408688;-0.08986730512276235;-0.09753871919953003;490;[0.6400132061408688, -0.08986730512276235, -0.09753871919953003]
u:iazF;-0.8043194954660142;-0.061874812665647545;0.05333897229102369;206;[-0.8043194954660142, -0.061874812665647545, 0.05333897229102369]
u:iazZ;-0.6562608643686703;-0.06078429699520654;0.07584836056184927;317;[-0.6562608643686703, -0.06078429699520654, 0.07584836056184927]
u:ib-Q;-1.0183812144061848;-0.03259680193163023;0.10515183336884684;736;[-1.0183812144061848, -0.03259680193163023, 0.10515183336884684]
u:ib1E;-0.8047829524224578;-0.01667621503011899;0.22657124660031086;315;[-0.8047829524224578, -0.01667621503011899, 0.22657124660031086]
u:ib2D;0.7601137936045662;-0.08500901644254882;-0.3028725217768923;224;[0.7601137936045662, -0.08500901644254882, -0.3028725217768923]
u:ib43;-2.1421058176158847;0.009643885919901497;0.018094456369577377;677;[-2.1421058176158847, 0.009643885919901497, 0.018094456369577377]
u:ib6T;0.10337416403096134;-0.021922396128714446;0.008938621641176033;226;[0.10337416403096134, -0.021922396128714446, 0.008938621641176033]
u:ib6f;-2.426652589497343;0.05792292854681864;0.7236121586027611;251;[-2.426652589497343, 0.05792292854681864, 0.7236121586027611]
u:ib73;-0.5730550594251643;0.011627532624016536;-0.6049315776610182;314;[-0.5730550594251643, 0.011627532624016536, -0.6049315776610182]
u:ib7o;-0.7138385247433938;0.0071257681753535956;0.15599465844712082;354;[-0.7138385247433938, 0.0071257681753535956, 0.15599465844712082]
u:ib8J;1.168278095853477;-0.1592450004881648;-0.6279129078402446;243;[1.168278095853477, -0.1592450004881648, -0.6279129078402446]
u:ib8V;-0.8580189025195842;0.012965898417438369;0.014789052437529461;315;[-0.8580189025195842, 0.012965898417438369, 0.014789052437529461]
u:ib9W;-2.0589462690893336;-0.13807168562554037;0.6273082333182658;571;[-2.0589462690893336, -0.13807168562554037, 0.6273082333182658]
u:ib9s;-0.4300463938355428;0.027542008783869497;-0.2925781918117802;462;[-0.4300463938355428, 0.027542008783869497, -0.2925781918117802]
